ID	ISO	Glottocode	Language	Slug	NLexemes	NCognates	Author	Latitude	Longitude	Classification
347	woe	wole1240	Woleaian	Woleaian_347	324	322	Bender et al. (2003a,b)	7.9622	146.2538	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Trukic
338	cal	caro1242	Saipan Carolinian	Saipan_Carolinian_338	318	317	Bender et al. (2003a,b)	15.3385	147.3588	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Trukic
1180	uli	ulit1238	Ulithian	Ulithian_1180	325	306	Mellen and Hancock (2010)	9.9614	139.6036	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Trukic
156	fut	futu1245	Futuna-Aniwa	Futuna-Aniwa_156	323	301	Kenneth Fakamuri, POLLEX 2002 (Bruce Biggs & Ross Clark)	-14.9867	-177.3905	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic
118	smo	samo1305	Samoan	Samoan_118	309	287	Blust	-14.0000	-170.0000	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Samoan
258	wls	wall1257	Uvea, East	Uvea_East_258	295	285	POLLEX 2000 (Bruce Biggs & Ross Clark)	-13.3622	-175.9589	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, East Uvean-Niuafo'ou
246	pmt	tuam1242	Tuamotu	Tuamotu_246	289	279	POLLEX 2000 (Bruce Biggs & Ross Clark)	-18.5148	-140.6006	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic
247	niu	niue1239	Niue	Niue_247	282	273	POLLEX 2000 (Bruce Biggs & Ross Clark)	-17.6564	-169.5922	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Tongic
65	kos	kosr1238	Kusaie	Kusaie_65	403	272	Blust from: Lee (1976)	5.3000	163.0000	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Kusaiean
206	mnv	renn1242	Rennellese	Rennellese_206	275	270	POLLEX 2000 (Bruce Biggs & Ross Clark)	-11.0667	160.7860	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic
155	tkp	tiko1237	Tikopia	Tikopia_155	274	267	POLLEX 2000 (Bruce Biggs & Ross Clark)	-13.3826	168.9910	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic
753	tvl	tuva1244	Nanumea	Nanumea_753	287	265	Peter Ranby	-7.4778	178.6919	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
589	rkh	raka1237	Manihiki	Manihiki_589	302	264	Ross Clark, Mary Salisbury	-10.4000	-161.0000	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic
641	app	apma1240	Apma (Suru Mwerani)	Apma_Suru_Mwerani_641	279	262	Andrew Gray	-15.8559	168.1890	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
217	kpg	kapi1249	Kapingamarangi	Kapingamarangi_217	276	252	POLLEX 2000 (Bruce Biggs & Ross Clark)	1.0500	154.7500	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
456	tmb	katb1237	Avava	Avava_456	265	252	Crowley, T. (2006). The Avava language ...	-16.2437	167.4701	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central
128	aut	aust1304	Rurutuan	Rurutuan_128	282	251	David Meyer	-22.4033	-151.1789	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic
1212	nur	nuku1259	Nukeria	Nukeria_1212	288	249	Davletshin, Albert. 2013. Fieldwork data.	-3.3333	154.7500	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
139	tva	vagh1249	Vaghua	Vaghua_139	286	248	Blust, from Tryon & Hackman (1983)	-6.6755	156.4673	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Choiseul
191	vrs	vari1239	Varisi	Varisi_191	256	245	Blust, from Tryon & Hackman (1983)	-6.8174	156.5552	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Choiseul
113	lml	hano1246	Raga	Raga_113	255	244	D.S. Walsh	-15.6248	169.0162	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
644	sww	sowa1244	Sowa	Sowa_644	264	243	Andrew Gray	-15.8265	168.1865	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
508	ghn	ghan1242	Kubokota	Kubokota_508	251	237	Mary Raymond	-8.0204	156.5519	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
1636	tah	tahi1242	Tahitian	Tahitian_1636	256	237	Fare Vana'a	-	-	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic
484	vnm	vinm1237	Neve'ei	Neveei_484	244	233	Crowley & Musgrave. Neve'ei dictionary. MS.	-16.2305	167.4097	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central
509	lga	lung1249	Luqa	Luqa_509	247	233	Mary Raymond	-8.1747	156.5726	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
243	sky	sika1261	Sikaiana	Sikaiana_243	240	231	POLLEX 2000 (Bruce Biggs & Ross Clark)	-8.3854	162.7405	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
253	aud	anut1237	Anuta	Anuta_253	244	231	POLLEX 2000 (Bruce Biggs & Ross Clark)	-11.6108	169.8503	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic
375	piv	pile1238	Vaeakau-Taumako	Vaeakau-Taumako_375	262	227	Even Hovdhaugen  (fieldwork)	-10.2200	166.2200	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic
25	mtt	mota1237	Mota	Mota_25	253	226	Blust, From Codrington & Palmer (1896)	-13.7247	168.2137	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
68	llu	lauu1247	Lau	Lau_68	272	224	Blust from: Fox (1974)	-7.8960	160.6201	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern
281	nak	naka1262	Lakalai	Lakalai_281	253	224	A. Chowning	-5.0000	151.0000	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, Willaumez
230	sku	saka1289	Sakao (Port-Olry)	Sakao_Port-Olry_230	273	222	Jacques Guy	-15.0774	167.0197	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, East Santo, North
460	mrs	mara1399	Tape	Tape_460	240	221	Crowley	-16.0511	167.2504	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central
457	lzl	litz1237	Naman	Naman_457	239	220	Crowley, T. (2006). Naman: a vanishing language...	-16.1382	167.4509	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central
643	sax	saaa1241	Sa (south-eastern dialect)	Sa_South-Eastern_Dialect_643	242	220	Andrew Gray	-15.9534	168.2277	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
646	myw	muyu1244	Muyuw	Muyuw_646	339	219	Lithgow, David and Daphne Lithgow, compilers. 2007. Muyuw-English dictionary. [Manuscript] 69 p. http://www.sil.org/pacific/png/abstract.asp?id=49233	-9.1780	152.8857	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Kilivila-Louisiades, Kilivila
346	gil	gilb1244	Kiribati	Kiribati_346	358	218	Bingham & Sabatier via Stephen Trussel and Gordon	-1.0913	172.1104	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ikiribati
645	ske	seke1241	Ske (Seke)	Ske_Seke_645	249	218	Andrew Gray	-15.8839	168.1966	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
52	haw	hawa1245	Hawaiian	Hawaiian_52	246	216	Blust, from: Pukui & Elbert (1971)	19.5598	-155.4785	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Marquesic
337	sov	sons1242	Pulo-Annan	Pulo-Annan_337	218	216	Bender et al. (2003a,b)	4.7235	132.0986	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Trukic
1230	nms	lete1241	Nombotkote (Usus - Melkin)	Nombotkote_Usus_Melkin_1230	221	216	Aviva Shimelman	-16.4339	167.5660	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Small Nambas
404	sbe	sali1295	Saliba	Saliba_404	254	215	Anna Margetts	-10.5800	150.7200	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, Suauic
238	ojv	onto1237	Luangiua	Luangiua_238	230	214	POLLEX 2000 (Bruce Biggs & Ross Clark)	-5.1974	159.6544	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
563	lgr	leng1259	Lengo	Lengo_563	263	213	Tryon & Hackman (1983), Paul Unger	-9.5642	160.4201	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Gela
136	ton	tong1325	Tongan	Tongan_136	226	212	Blust, from: Churchward (1959)	-21.2305	-175.1440	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Tongic
11	fij	fiji1243	Fijian (Bau)	Fijian_Bau_11	229	209	Blust from: Capell (1968)	-17.8115	177.9785	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, East Fijian
235	pnh	penr1237	Penrhyn	Penrhyn_235	216	209	POLLEX 2000 (Bruce Biggs & Ross Clark)	-9.0000	-158.0000	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic
344	mah	mars1254	Marshallese	Marshallese_344	227	209	Bender et al. (2003a,b), Additions from Nikolas Willson	7.8776	171.5968	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Marshallese
85	mri	maor1246	Maori	Maori_85	230	208	Bruce Biggs	-35.7465	174.0234	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic
576	apb	saaa1240	Sa'a (A'ulu Village)	Saa_Aulu_Village_576	240	208	Tryon & Hackman (1983)	-9.6167	161.4500	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Southern
123	ssz	seng1281	Sengseng	Sengseng_123	315	207	A. Chowning	-6.2279	149.7656	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Pasismanua
376	mlv	motl1237	Mwotlap	Mwotlap_376	228	207	Alex Francois (fieldnotes 1997-2006)	-13.4557	167.9072	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
530	mte	mono1273	Mono (Alu)	Mono_Alu_530	220	207	Tryon & Hackman (1983)	-7.0500	155.7500	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Mono-Uruava
565	bvd	baeg1237	Mbaengguu	Mbaengguu_565	218	207	Tryon & Hackman (1983)	-8.4901	160.7712	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern
574	mrn	chek1238	Maringe (Leleghia)	Maringe_Leleghia_574	213	207	Tryon & Hackman (1983)	-8.4333	159.7667	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, East
64	nkr	nuku1260	Nukuoro	Nukuoro_64	217	206	POLLEX 2000 (Bruce Biggs & Ross Clark)	3.8300	154.9200	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
473	sbb	simb1256	Simbo	Simbo_473	243	206	Palmer, Bill (1993) Simbo draft dictionary	-8.2692	156.5373	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
567	bxa	baur1252	Bauro (Haununu)	Bauro_Haununu_567	219	206	Tryon & Hackman (1983)	-10.5826	161.8632	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal
571	baa	baba1268	Sengga	Sengga_571	213	206	Tryon & Hackman (1983)	-7.0000	156.8333	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Choiseul
103	llp	nort2836	Nguna	Nguna_103	220	205	Albert Schütz and Jack Tavimasoe	-17.4398	168.3796	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Central Vanuatu
475	nmk	nama1268	Namakir	Namakir_475	229	204	Sperlich (1991)	-17.0967	168.7273	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Central Vanuatu
213	kwf	kwar1239	Kwara'ae (Solomon Islands')	Kwaraae_Solomon_Islands_213	235	203	David Gegeo	-8.6896	160.7739	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern
322	erk	sout2856	South Efate	South_Efate_322	214	203	Nick Thieberger	-17.7487	168.4918	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Central Vanuatu
453	sns	sout2857	Nahavaq	Nahavaq_453	206	200	Laura Dimock	-16.4993	167.4536	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
477	tnk	kwam1252	Kwamera	Kwamera_477	223	200	Lindstrom 1986. Kwamera dictionary	-19.5163	169.4625	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, South Vanuatu, Tanna
540	gri	ghar1239	Ghari (Tandai)	Ghari_Tandai_540	208	200	Tryon & Hackman (1983)	-9.4791	159.9174	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Guadalcanal
117	rug	rovi1238	Roviana	Roviana_117	238	199	Blust from: Waterhouse (1949)	-8.2550	157.3242	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
229	mmw	emae1237	Emae	Emae_229	200	199	POLLEX 2000 (Bruce Biggs & Ross Clark)	-17.0967	168.7273	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic
564	bvc	bael1237	Mbaelelea	Mbaelelea_564	204	199	Tryon & Hackman (1983)	-8.4163	160.7210	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern
463	erg	siee1239	Sye (Erromangan)	Sye_Erromangan_463	221	198	Crowley, Terry. 2000. An Erromangan (Sye) dictiona	-18.9493	169.6173	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, South Vanuatu, Erromanga
